Sample in Buffer,Sample in Window,TRIGGER,Brik1_u/PilotImag[17:0],Brik1_u/PilotReal[17:0]
0,0,0,-35648,114014
1,1,0,-35648,114014
2,2,0,-35648,114014
3,3,0,-35648,114014
4,4,0,-18737,114737
5,5,0,-18737,114737
6,6,0,-18737,114737
7,7,0,-18737,114737
8,8,0,8056,111862
9,9,0,8056,111862
10,10,0,8056,111862
11,11,0,8056,111862
12,12,0,8056,111862
13,13,0,8056,111862
14,14,0,8056,111862
15,15,0,8056,111862
16,16,0,12399,126403
17,17,0,12399,126403
18,18,0,12399,126403
19,19,0,12399,126403
20,20,0,-1389,124153
21,21,0,-1389,124153
22,22,0,-1389,124153
23,23,0,-1389,124153
24,24,0,-27781,120866
25,25,0,-27781,120866
26,26,0,-27781,120866
27,27,0,-27781,120866
28,28,0,-53752,103753
29,29,0,-53752,103753
30,30,0,-53752,103753
31,31,0,-53752,103753
32,32,0,-89984,82503
33,33,0,-89984,82503
34,34,0,-89984,82503
35,35,0,-89984,82503
36,36,0,-112971,42392
37,37,0,-112971,42392
38,38,0,-112971,42392
39,39,0,-112971,42392
40,40,0,-104164,6143
41,41,0,-104164,6143
42,42,0,-104164,6143
43,43,0,-104164,6143
44,44,0,-99737,-37408
45,45,0,-99737,-37408
46,46,0,-99737,-37408
47,47,0,-99737,-37408
48,48,0,-87592,-86168
49,49,0,-87592,-86168
50,50,0,-87592,-86168
51,51,0,-87592,-86168
52,52,0,-87592,-86168
53,53,0,-87592,-86168
54,54,0,-87592,-86168
55,55,0,-87592,-86168
56,56,0,6045,-121501
57,57,0,6045,-121501
58,58,0,6045,-121501
59,59,0,6045,-121501
60,60,0,56129,-109545
61,61,0,56129,-109545
62,62,0,56129,-109545
63,63,0,56129,-109545
64,64,0,82259,-83786
65,65,0,82259,-83786
66,66,0,82259,-83786
67,67,0,82259,-83786
68,68,0,103968,-63922
69,69,0,103968,-63922
70,70,0,103968,-63922
71,71,0,103968,-63922
72,72,0,112964,-29605
73,73,0,112964,-29605
74,74,0,112964,-29605
75,75,0,112964,-29605
76,76,0,107275,-11208
77,77,0,107275,-11208
78,78,0,107275,-11208
79,79,0,107275,-11208
80,80,0,108956,4928
81,81,0,108956,4928
82,82,0,108956,4928
83,83,0,108956,4928
84,84,0,122417,10566
85,85,0,122417,10566
86,86,0,122417,10566
87,87,0,122417,10566
88,88,0,122417,10566
89,89,0,122417,10566
90,90,0,122417,10566
91,91,0,122417,10566
92,92,0,131071,-18531
93,93,0,131071,-18531
94,94,0,131071,-18531
95,95,0,131071,-18531
96,96,0,120626,-43122
97,97,0,120626,-43122
98,98,0,120626,-43122
99,99,0,120626,-43122
100,100,0,105622,-89465
101,101,0,105622,-89465
102,102,0,105622,-89465
103,103,0,105622,-89465
104,104,0,78018,-107847
105,105,0,78018,-107847
106,106,0,78018,-107847
107,107,0,78018,-107847
108,108,0,20768,-123374
109,109,0,20768,-123374
110,110,0,20768,-123374
111,111,0,20768,-123374
112,112,0,-21169,-123956
113,113,0,-21169,-123956
114,114,0,-21169,-123956
115,115,0,-21169,-123956
116,116,0,-66248,-102051
117,117,0,-66248,-102051
118,118,0,-66248,-102051
119,119,0,-66248,-102051
120,120,0,-102419,-81172
121,121,0,-102419,-81172
122,122,0,-102419,-81172
123,123,0,-102419,-81172
124,124,0,-102419,-81172
125,125,0,-102419,-81172
126,126,0,-102419,-81172
127,127,0,-102419,-81172
128,128,0,-131072,-10058
129,129,0,-131072,-10058
130,130,0,-131072,-10058
131,131,0,-131072,-10058
132,132,0,-127665,11317
133,133,0,-127665,11317
134,134,0,-127665,11317
135,135,0,-127665,11317
136,136,0,-122848,30721
137,137,0,-122848,30721
138,138,0,-122848,30721
139,139,0,-122848,30721
140,140,0,-120227,20319
141,141,0,-120227,20319
142,142,0,-120227,20319
143,143,0,-120227,20319
144,144,0,-114934,9767
145,145,0,-114934,9767
146,146,0,-114934,9767
147,147,0,-114934,9767
148,148,0,-114388,-14887
149,149,0,-114388,-14887
150,150,0,-114388,-14887
151,151,0,-114388,-14887
152,152,0,-98957,-44860
153,153,0,-98957,-44860
154,154,0,-98957,-44860
155,155,0,-98957,-44860
156,156,0,-82377,-71516
157,157,0,-82377,-71516
158,158,0,-82377,-71516
159,159,0,-82377,-71516
160,160,0,-82377,-71516
161,161,0,-82377,-71516
162,162,0,-82377,-71516
163,163,0,-82377,-71516
164,164,0,-6504,-123387
165,165,0,-6504,-123387
166,166,0,-6504,-123387
167,167,0,-6504,-123387
168,168,0,41341,-110088
169,169,0,41341,-110088
170,170,0,41341,-110088
171,171,0,41341,-110088
172,172,0,87468,-90712
173,173,0,87468,-90712
174,174,0,87468,-90712
175,175,0,87468,-90712
176,176,0,106329,-55664
177,177,0,106329,-55664
178,178,0,106329,-55664
179,179,0,106329,-55664
180,180,0,113349,-31231
181,181,0,113349,-31231
182,182,0,113349,-31231
183,183,0,113349,-31231
184,184,0,116731,-4836
185,185,0,116731,-4836
186,186,0,116731,-4836
187,187,0,116731,-4836
188,188,0,110302,7272
189,189,0,110302,7272
190,190,0,110302,7272
191,191,0,110302,7272
192,192,0,110025,10642
193,193,0,110025,10642
194,194,0,110025,10642
195,195,0,110025,10642
196,196,0,131071,-3351
197,197,0,131071,-3351
198,198,0,131071,-3351
199,199,0,131071,-3351
200,200,0,131071,-3351
201,201,0,131071,-3351
202,202,0,131071,-3351
203,203,0,131071,-3351
204,204,0,127024,-62344
205,205,0,127024,-62344
206,206,0,127024,-62344
207,207,0,127024,-62344
208,208,0,103026,-92846
209,209,0,103026,-92846
210,210,0,103026,-92846
211,211,0,103026,-92846
212,212,0,63960,-120908
213,213,0,63960,-120908
214,214,0,63960,-120908
215,215,0,63960,-120908
216,216,0,27130,-126707
217,217,0,27130,-126707
218,218,0,27130,-126707
219,219,0,27130,-126707
220,220,0,-37190,-122979
221,221,0,-37190,-122979
222,222,0,-37190,-122979
223,223,0,-37190,-122979
224,224,0,-73013,-110406
225,225,0,-73013,-110406
226,226,0,-73013,-110406
227,227,0,-73013,-110406
228,228,0,-95186,-65931
229,229,0,-95186,-65931
230,230,0,-95186,-65931
231,231,0,-95186,-65931
232,232,0,-130280,-42269
233,233,0,-130280,-42269
234,234,0,-130280,-42269
235,235,0,-130280,-42269
236,236,0,-130280,-42269
237,237,0,-130280,-42269
238,238,0,-130280,-42269
239,239,0,-130280,-42269
240,240,0,-131072,27305
241,241,0,-131072,27305
242,242,0,-131072,27305
243,243,0,-131072,27305
244,244,0,-126671,28547
245,245,0,-126671,28547
246,246,0,-126671,28547
247,247,0,-126671,28547
248,248,0,-117386,25680
249,249,0,-117386,25680
250,250,0,-117386,25680
251,251,0,-117386,25680
252,252,0,-119843,4908
253,253,0,-119843,4908
254,254,0,-119843,4908
255,255,0,-119843,4908
256,256,0,-113378,-17117
257,257,0,-113378,-17117
258,258,0,-113378,-17117
259,259,0,-113378,-17117
260,260,0,-105345,-40993
261,261,0,-105345,-40993
262,262,0,-105345,-40993
263,263,0,-105345,-40993
264,264,0,-82184,-71539
265,265,0,-82184,-71539
266,266,0,-82184,-71539
267,267,0,-82184,-71539
268,268,0,-58204,-100341
269,269,0,-58204,-100341
270,270,0,-58204,-100341
271,271,0,-58204,-100341
272,272,0,-58204,-100341
273,273,0,-58204,-100341
274,274,0,-58204,-100341
275,275,0,-58204,-100341
276,276,0,39105,-116791
277,277,0,39105,-116791
278,278,0,39105,-116791
279,279,0,39105,-116791
280,280,0,81440,-87910
281,281,0,81440,-87910
282,282,0,81440,-87910
283,283,0,81440,-87910
284,284,0,110736,-51914
285,285,0,110736,-51914
286,286,0,110736,-51914
287,287,0,110736,-51914
288,288,0,119844,-3631
289,289,0,119844,-3631
290,290,0,119844,-3631
291,291,0,119844,-3631
292,292,0,104725,36511
293,293,0,104725,36511
294,294,0,104725,36511
295,295,0,104725,36511
296,296,0,90969,65767
297,297,0,90969,65767
298,298,0,90969,65767
299,299,0,90969,65767
300,300,0,59441,100837
301,301,0,59441,100837
302,302,0,59441,100837
303,303,0,59441,100837
304,304,0,41822,107328
305,305,0,41822,107328
306,306,0,41822,107328
307,307,0,41822,107328
308,308,0,41822,107328
309,309,0,41822,107328
310,310,0,41822,107328
311,311,0,41822,107328
312,312,0,-1553,126645
313,313,0,-1553,126645
314,314,0,-1553,126645
315,315,0,-1553,126645
316,316,0,-11940,124780
317,317,0,-11940,124780
318,318,0,-11940,124780
319,319,0,-11940,124780
320,320,0,-2903,124627
321,321,0,-2903,124627
322,322,0,-2903,124627
323,323,0,-2903,124627
324,324,0,9849,125276
325,325,0,9849,125276
326,326,0,9849,125276
327,327,0,9849,125276
328,328,0,30346,115697
329,329,0,30346,115697
330,330,0,30346,115697
331,331,0,30346,115697
332,332,0,61034,116489
333,333,0,61034,116489
334,334,0,61034,116489
335,335,0,61034,116489
336,336,0,88463,81576
337,337,0,88463,81576
338,338,0,88463,81576
339,339,0,88463,81576
340,340,0,117275,46364
341,341,0,117275,46364
342,342,0,117275,46364
343,343,0,117275,46364
344,344,0,117275,46364
345,345,0,117275,46364
346,346,0,117275,46364
347,347,0,117275,46364
348,348,0,131071,-64050
349,349,0,131071,-64050
350,350,0,131071,-64050
351,351,0,131071,-64050
352,352,0,99982,-97016
353,353,0,99982,-97016
354,354,0,99982,-97016
355,355,0,99982,-97016
356,356,0,57726,-120050
357,357,0,57726,-120050
358,358,0,57726,-120050
359,359,0,57726,-120050
360,360,0,29338,-124257
361,361,0,29338,-124257
362,362,0,29338,-124257
363,363,0,29338,-124257
364,364,0,-1835,-121762
365,365,0,-1835,-121762
366,366,0,-1835,-121762
367,367,0,-1835,-121762
368,368,0,-9244,-121103
369,369,0,-9244,-121103
370,370,0,-9244,-121103
371,371,0,-9244,-121103
372,372,0,-30423,-111232
373,373,0,-30423,-111232
374,374,0,-30423,-111232
375,375,0,-30423,-111232
376,376,0,-31974,-110072
377,377,0,-31974,-110072
378,378,0,-31974,-110072
379,379,0,-31974,-110072
380,380,0,-29894,-123815
381,381,0,-29894,-123815
382,382,0,-29894,-123815
383,383,0,-29894,-123815
384,384,0,-29894,-123815
385,385,0,-29894,-123815
386,386,0,-29894,-123815
387,387,0,-29894,-123815
388,388,0,-14337,-127624
389,389,0,-14337,-127624
390,390,0,-14337,-127624
391,391,0,-14337,-127624
392,392,0,-18576,-126356
393,393,0,-18576,-126356
394,394,0,-18576,-126356
395,395,0,-18576,-126356
396,396,0,-10655,-121426
397,397,0,-10655,-121426
398,398,0,-10655,-121426
399,399,0,-10655,-121426
400,400,0,3506,-115603
401,401,0,3506,-115603
402,402,0,3506,-115603
403,403,0,3506,-115603
404,404,0,1576,-114164
405,405,0,1576,-114164
406,406,0,1576,-114164
407,407,0,1576,-114164
408,408,0,-10461,-116585
409,409,0,-10461,-116585
410,410,0,-10461,-116585
411,411,0,-10461,-116585
412,412,0,-9248,-110807
413,413,0,-9248,-110807
414,414,0,-9248,-110807
415,415,0,-9248,-110807
416,416,0,-8052,-122590
417,417,0,-8052,-122590
418,418,0,-8052,-122590
419,419,0,-8052,-122590
420,420,0,-8052,-122590
421,421,0,-8052,-122590
422,422,0,-8052,-122590
423,423,0,-8052,-122590
424,424,0,-11982,-131072
425,425,0,-11982,-131072
426,426,0,-11982,-131072
427,427,0,-11982,-131072
428,428,0,-11394,-126980
429,429,0,-11394,-126980
430,430,0,-11394,-126980
431,431,0,-11394,-126980
432,432,0,-15491,-124769
433,433,0,-15491,-124769
434,434,0,-15491,-124769
435,435,0,-15491,-124769
436,436,0,-17817,-120911
437,437,0,-17817,-120911
438,438,0,-17817,-120911
439,439,0,-17817,-120911
440,440,0,-13350,-119011
441,441,0,-13350,-119011
442,442,0,-13350,-119011
443,443,0,-13350,-119011
444,444,0,-13982,-113469
445,445,0,-13982,-113469
446,446,0,-13982,-113469
447,447,0,-13982,-113469
448,448,0,-12588,-111191
449,449,0,-12588,-111191
450,450,0,-12588,-111191
451,451,0,-12588,-111191
452,452,0,-10101,-119552
453,453,0,-10101,-119552
454,454,0,-10101,-119552
455,455,0,-10101,-119552
456,456,0,-10101,-119552
457,457,0,-10101,-119552
458,458,0,-10101,-119552
459,459,0,-10101,-119552
460,460,0,-17619,-129498
461,461,0,-17619,-129498
462,462,0,-17619,-129498
463,463,0,-17619,-129498
464,464,0,-17616,-125874
465,465,0,-17616,-125874
466,466,0,-17616,-125874
467,467,0,-17616,-125874
468,468,0,-15030,-121992
469,469,0,-15030,-121992
470,470,0,-15030,-121992
471,471,0,-15030,-121992
472,472,0,-13986,-122724
473,473,0,-13986,-122724
474,474,0,-13986,-122724
475,475,0,-13986,-122724
476,476,0,-10820,-116483
477,477,0,-10820,-116483
478,478,0,-10820,-116483
479,479,0,-10820,-116483
480,480,0,-7852,-109054
481,481,0,-7852,-109054
482,482,0,-7852,-109054
483,483,0,-7852,-109054
484,484,0,17514,-107684
485,485,0,17514,-107684
486,486,0,17514,-107684
487,487,0,17514,-107684
488,488,0,27609,-109857
489,489,0,27609,-109857
490,490,0,27609,-109857
491,491,0,27609,-109857
492,492,0,27609,-109857
493,493,0,27609,-109857
494,494,0,27609,-109857
495,495,0,27609,-109857
496,496,0,86837,-94885
497,497,0,86837,-94885
498,498,0,86837,-94885
499,499,0,86837,-94885
500,500,0,101757,-77159
501,501,0,101757,-77159
502,502,0,101757,-77159
503,503,0,101757,-77159
504,504,0,113305,-45653
505,505,0,113305,-45653
506,506,0,113305,-45653
507,507,0,113305,-45653
508,508,0,117336,-26086
509,509,0,117336,-26086
510,510,0,117336,-26086
511,511,0,117336,-26086
512,512,0,119123,-7308
513,513,0,119123,-7308
514,514,0,119123,-7308
515,515,0,119123,-7308
516,516,0,109988,-3979
517,517,0,109988,-3979
518,518,0,109988,-3979
519,519,0,109988,-3979
520,520,0,109817,7265
521,521,0,109817,7265
522,522,0,109817,7265
523,523,0,109817,7265
524,524,0,110038,10485
525,525,0,110038,10485
526,526,0,110038,10485
527,527,0,110038,10485
528,528,0,110038,10485
529,529,0,110038,10485
530,530,0,110038,10485
531,531,0,110038,10485
532,532,0,130033,3699
533,533,0,130033,3699
534,534,0,130033,3699
535,535,0,130033,3699
536,536,0,125680,1262
537,537,0,125680,1262
538,538,0,125680,1262
539,539,0,125680,1262
540,540,0,125339,-2587
541,541,0,125339,-2587
542,542,0,125339,-2587
543,543,0,125339,-2587
544,544,0,123698,-4413
545,545,0,123698,-4413
546,546,0,123698,-4413
547,547,0,123698,-4413
548,548,0,118740,-15467
549,549,0,118740,-15467
550,550,0,118740,-15467
551,551,0,118740,-15467
552,552,0,112560,-12030
553,553,0,112560,-12030
554,554,0,112560,-12030
555,555,0,112560,-12030
556,556,0,113404,-17894
557,557,0,113404,-17894
558,558,0,113404,-17894
559,559,0,113404,-17894
560,560,0,112881,-12790
561,561,0,112881,-12790
562,562,0,112881,-12790
563,563,0,112881,-12790
564,564,0,128625,-16670
565,565,0,128625,-16670
566,566,0,128625,-16670
567,567,0,128625,-16670
568,568,0,128625,-16670
569,569,0,128625,-16670
570,570,0,128625,-16670
571,571,0,128625,-16670
572,572,0,125875,-4890
573,573,0,125875,-4890
574,574,0,125875,-4890
575,575,0,125875,-4890
576,576,0,123566,15823
577,577,0,123566,15823
578,578,0,123566,15823
579,579,0,123566,15823
580,580,0,110496,41393
581,581,0,110496,41393
582,582,0,110496,41393
583,583,0,110496,41393
584,584,0,95426,65319
585,585,0,95426,65319
586,586,0,95426,65319
587,587,0,95426,65319
588,588,0,75567,95617
589,589,0,75567,95617
590,590,0,75567,95617
591,591,0,75567,95617
592,592,0,39304,100892
593,593,0,39304,100892
594,594,0,39304,100892
595,595,0,39304,100892
596,596,0,2293,103806
597,597,0,2293,103806
598,598,0,2293,103806
599,599,0,2293,103806
600,600,0,-49117,108795
601,601,0,-49117,108795
602,602,0,-49117,108795
603,603,0,-49117,108795
604,604,0,-49117,108795
605,605,0,-49117,108795
606,606,0,-49117,108795
607,607,0,-49117,108795
608,608,0,-113881,59156
609,609,0,-113881,59156
610,610,0,-113881,59156
611,611,0,-113881,59156
612,612,0,-123487,21802
613,613,0,-123487,21802
614,614,0,-123487,21802
615,615,0,-123487,21802
616,616,0,-117100,3024
617,617,0,-117100,3024
618,618,0,-117100,3024
619,619,0,-117100,3024
620,620,0,-118023,-6695
621,621,0,-118023,-6695
622,622,0,-118023,-6695
623,623,0,-118023,-6695
624,624,0,-117350,-7875
625,625,0,-117350,-7875
626,626,0,-117350,-7875
627,627,0,-117350,-7875
628,628,0,-112992,-1086
629,629,0,-112992,-1086
630,630,0,-112992,-1086
631,631,0,-112992,-1086
632,632,0,-116262,29302
633,633,0,-116262,29302
634,634,0,-116262,29302
635,635,0,-116262,29302
636,636,0,-113507,56943
637,637,0,-113507,56943
638,638,0,-113507,56943
639,639,0,-113507,56943
640,640,0,-113507,56943
641,641,0,-113507,56943
642,642,0,-113507,56943
643,643,0,-113507,56943
644,644,0,-57938,124545
645,645,0,-57938,124545
646,646,0,-57938,124545
647,647,0,-57938,124545
648,648,0,4833,131071
649,649,0,4833,131071
650,650,0,4833,131071
651,651,0,4833,131071
652,652,0,52157,131071
653,653,0,52157,131071
654,654,0,52157,131071
655,655,0,52157,131071
656,656,0,97362,92211
657,657,0,97362,92211
658,658,0,97362,92211
659,659,0,97362,92211
660,660,0,119418,59404
661,661,0,119418,59404
662,662,0,119418,59404
663,663,0,119418,59404
664,664,0,116837,19405
665,665,0,116837,19405
666,666,0,116837,19405
667,667,0,116837,19405
668,668,0,117317,-1634
669,669,0,117317,-1634
670,670,0,117317,-1634
671,671,0,117317,-1634
672,672,0,116837,-15890
673,673,0,116837,-15890
674,674,0,116837,-15890
675,675,0,116837,-15890
676,676,0,116837,-15890
677,677,0,116837,-15890
678,678,0,116837,-15890
679,679,0,116837,-15890
680,680,0,130953,-17035
681,681,0,130953,-17035
682,682,0,130953,-17035
683,683,0,130953,-17035
684,684,0,121499,-3560
685,685,0,121499,-3560
686,686,0,121499,-3560
687,687,0,121499,-3560
688,688,0,117082,25837
689,689,0,117082,25837
690,690,0,117082,25837
691,691,0,117082,25837
692,692,0,103794,64594
693,693,0,103794,64594
694,694,0,103794,64594
695,695,0,103794,64594
696,696,0,83031,82042
697,697,0,83031,82042
698,698,0,83031,82042
699,699,0,83031,82042
700,700,0,46971,105697
701,701,0,46971,105697
702,702,0,46971,105697
703,703,0,46971,105697
704,704,0,-3201,109545
705,705,0,-3201,109545
706,706,0,-3201,109545
707,707,0,-3201,109545
708,708,0,-36103,95948
709,709,0,-36103,95948
710,710,0,-36103,95948
711,711,0,-36103,95948
712,712,0,-36103,95948
713,713,0,-36103,95948
714,714,0,-36103,95948
715,715,0,-36103,95948
716,716,0,-118309,54018
717,717,0,-118309,54018
718,718,0,-118309,54018
719,719,0,-118309,54018
720,720,0,-121720,9602
721,721,0,-121720,9602
722,722,0,-121720,9602
723,723,0,-121720,9602
724,724,0,-114385,-38511
725,725,0,-114385,-38511
726,726,0,-114385,-38511
727,727,0,-114385,-38511
728,728,0,-92084,-78949
729,729,0,-92084,-78949
730,730,0,-92084,-78949
731,731,0,-92084,-78949
732,732,0,-62974,-97110
733,733,0,-62974,-97110
734,734,0,-62974,-97110
735,735,0,-62974,-97110
736,736,0,-24535,-114308
737,737,0,-24535,-114308
738,738,0,-24535,-114308
739,739,0,-24535,-114308
740,740,0,18494,-107042
741,741,0,18494,-107042
742,742,0,18494,-107042
743,743,0,18494,-107042
744,744,0,43880,-90663
745,745,0,43880,-90663
746,746,0,43880,-90663
747,747,0,43880,-90663
748,748,0,92332,-84500
749,749,0,92332,-84500
750,750,0,92332,-84500
751,751,0,92332,-84500
752,752,0,92332,-84500
753,753,0,92332,-84500
754,754,0,92332,-84500
755,755,0,92332,-84500
756,756,0,119235,-6055
757,757,0,119235,-6055
758,758,0,119235,-6055
759,759,0,119235,-6055
760,760,0,112743,41206
761,761,0,112743,41206
762,762,0,112743,41206
763,763,0,112743,41206
764,764,0,88271,85694
765,765,0,88271,85694
766,766,0,88271,85694
767,767,0,88271,85694
768,768,0,53194,102177
769,769,0,53194,102177
770,770,0,53194,102177
771,771,0,53194,102177
772,772,0,19063,116320
773,773,0,19063,116320
774,774,0,19063,116320
775,775,0,19063,116320
776,776,0,-26693,107157
777,777,0,-26693,107157
778,778,0,-26693,107157
779,779,0,-26693,107157
780,780,0,-51909,92274
781,781,0,-51909,92274
782,782,0,-51909,92274
783,783,0,-51909,92274
784,784,0,-90414,86599
785,785,0,-90414,86599
786,786,0,-90414,86599
787,787,0,-90414,86599
788,788,0,-90414,86599
789,789,0,-90414,86599
790,790,0,-90414,86599
791,791,0,-90414,86599
792,792,0,-122399,36299
793,793,0,-122399,36299
794,794,0,-122399,36299
795,795,0,-122399,36299
796,796,0,-125319,8609
797,797,0,-125319,8609
798,798,0,-125319,8609
799,799,0,-125319,8609
800,800,0,-122443,-1766
801,801,0,-122443,-1766
802,802,0,-122443,-1766
803,803,0,-122443,-1766
804,804,0,-123587,-3419
805,805,0,-123587,-3419
806,806,0,-123587,-3419
807,807,0,-123587,-3419
808,808,0,-118862,5512
809,809,0,-118862,5512
810,810,0,-118862,5512
811,811,0,-118862,5512
812,812,0,-114126,2935
813,813,0,-114126,2935
814,814,0,-114126,2935
815,815,0,-114126,2935
816,816,0,-110525,3551
817,817,0,-110525,3551
818,818,0,-110525,3551
819,819,0,-110525,3551
820,820,0,-118313,-1066
821,821,0,-118313,-1066
822,822,0,-118313,-1066
823,823,0,-118313,-1066
824,824,0,-118313,-1066
825,825,0,-118313,-1066
826,826,0,-118313,-1066
827,827,0,-118313,-1066
828,828,0,-125398,-25927
829,829,0,-125398,-25927
830,830,0,-125398,-25927
831,831,0,-125398,-25927
832,832,0,-112596,-51349
833,833,0,-112596,-51349
834,834,0,-112596,-51349
835,835,0,-112596,-51349
836,836,0,-99605,-68224
837,837,0,-99605,-68224
838,838,0,-99605,-68224
839,839,0,-99605,-68224
840,840,0,-82453,-99112
841,841,0,-82453,-99112
842,842,0,-82453,-99112
843,843,0,-82453,-99112
844,844,0,-70804,-97096
845,845,0,-70804,-97096
846,846,0,-70804,-97096
847,847,0,-70804,-97096
848,848,0,-44369,-106368
849,849,0,-44369,-106368
850,850,0,-44369,-106368
851,851,0,-44369,-106368
852,852,0,-11813,-106299
853,853,0,-11813,-106299
854,854,0,-11813,-106299
855,855,0,-11813,-106299
856,856,0,1527,-110610
857,857,0,1527,-110610
858,858,0,1527,-110610
859,859,0,1527,-110610
860,860,0,1527,-110610
861,861,0,1527,-110610
862,862,0,1527,-110610
863,863,0,1527,-110610
864,864,0,380,-131072
865,865,0,380,-131072
866,866,0,380,-131072
867,867,0,380,-131072
868,868,0,4657,-126967
869,869,0,4657,-126967
870,870,0,4657,-126967
871,871,0,4657,-126967
872,872,0,2181,-124777
873,873,0,2181,-124777
874,874,0,2181,-124777
875,875,0,2181,-124777
876,876,0,-10402,-121236
877,877,0,-10402,-121236
878,878,0,-10402,-121236
879,879,0,-10402,-121236
880,880,0,-11917,-122295
881,881,0,-11917,-122295
882,882,0,-11917,-122295
883,883,0,-11917,-122295
884,884,0,-9593,-113694
885,885,0,-9593,-113694
886,886,0,-9593,-113694
887,887,0,-9593,-113694
888,888,0,-9441,-110922
889,889,0,-9441,-110922
890,890,0,-9441,-110922
891,891,0,-9441,-110922
892,892,0,-10451,-109824
893,893,0,-10451,-109824
894,894,0,-10451,-109824
895,895,0,-10451,-109824
896,896,0,-11563,-131072
897,897,0,-11563,-131072
898,898,0,-11563,-131072
899,899,0,-11563,-131072
900,900,0,-11563,-131072
901,901,0,-11563,-131072
902,902,0,-11563,-131072
903,903,0,-11563,-131072
904,904,0,-6839,-130811
905,905,0,-6839,-130811
906,906,0,-6839,-130811
907,907,0,-6839,-130811
908,908,0,-8739,-127142
909,909,0,-8739,-127142
910,910,0,-8739,-127142
911,911,0,-8739,-127142
912,912,0,-4326,-121183
913,913,0,-4326,-121183
914,914,0,-4326,-121183
915,915,0,-4326,-121183
916,916,0,-6919,-119470
917,917,0,-6919,-119470
918,918,0,-6919,-119470
919,919,0,-6919,-119470
920,920,0,-12441,-114157
921,921,0,-12441,-114157
922,922,0,-12441,-114157
923,923,0,-12441,-114157
924,924,0,-10878,-108331
925,925,0,-10878,-108331
926,926,0,-10878,-108331
927,927,0,-10878,-108331
928,928,0,-11086,-110697
929,929,0,-11086,-110697
930,930,0,-11086,-110697
931,931,0,-11086,-110697
932,932,0,-18495,-123704
933,933,0,-18495,-123704
934,934,0,-18495,-123704
935,935,0,-18495,-123704
936,936,0,-18495,-123704
937,937,0,-18495,-123704
938,938,0,-18495,-123704
939,939,0,-18495,-123704
940,940,0,-15601,-126128
941,941,0,-15601,-126128
942,942,0,-15601,-126128
943,943,0,-15601,-126128
944,944,0,-7923,-121953
945,945,0,-7923,-121953
946,946,0,-7923,-121953
947,947,0,-7923,-121953
948,948,0,6713,-119061
949,949,0,6713,-119061
950,950,0,6713,-119061
951,951,0,6713,-119061
952,952,0,15946,-116628
953,953,0,15946,-116628
954,954,0,15946,-116628
955,955,0,15946,-116628
956,956,0,44536,-108773
957,957,0,44536,-108773
958,958,0,44536,-108773
959,959,0,44536,-108773
960,960,0,59296,-93216
961,961,0,59296,-93216
962,962,0,59296,-93216
963,963,0,59296,-93216
964,964,0,78226,-81827
965,965,0,78226,-81827
966,966,0,78226,-81827
967,967,0,78226,-81827
968,968,0,105774,-58200
969,969,0,105774,-58200
970,970,0,105774,-58200
971,971,0,105774,-58200
972,972,0,105774,-58200
973,973,0,105774,-58200
974,974,0,105774,-58200
975,975,0,105774,-58200
976,976,0,126756,-16181
977,977,0,126756,-16181
978,978,0,126756,-16181
979,979,0,126756,-16181
980,980,0,124833,-12309
981,981,0,124833,-12309
982,982,0,124833,-12309
983,983,0,124833,-12309
984,984,0,121812,-9820
985,985,0,121812,-9820
986,986,0,121812,-9820
987,987,0,121812,-9820
988,988,0,123084,-26985
989,989,0,123084,-26985
990,990,0,123084,-26985
991,991,0,123084,-26985
992,992,0,115183,-34996
993,993,0,115183,-34996
994,994,0,115183,-34996
995,995,0,115183,-34996
996,996,0,106649,-69192
997,997,0,106649,-69192
998,998,0,106649,-69192
999,999,0,106649,-69192
1000,1000,0,85697,-85304
1001,1001,0,85697,-85304
1002,1002,0,85697,-85304
1003,1003,0,85697,-85304
1004,1004,0,55051,-111525
1005,1005,0,55051,-111525
1006,1006,0,55051,-111525
1007,1007,0,55051,-111525
1008,1008,0,55051,-111525
1009,1009,0,55051,-111525
1010,1010,0,55051,-111525
1011,1011,0,55051,-111525
1012,1012,0,-106,-131072
1013,1013,0,-106,-131072
1014,1014,0,-106,-131072
1015,1015,0,-106,-131072
1016,1016,0,-14280,-129761
1017,1017,0,-14280,-129761
1018,1018,0,-14280,-129761
1019,1019,0,-14280,-129761
1020,1020,0,-24430,-123559
1021,1021,0,-24430,-123559
1022,1022,0,-24430,-123559
1023,1023,0,-24430,-123559
1024,1024,0,-17726,-121800
1025,1025,0,-17726,-121800
1026,1026,0,-17726,-121800
1027,1027,0,-17726,-121800
1028,1028,0,-18640,-116321
1029,1029,0,-18640,-116321
1030,1030,0,-18640,-116321
1031,1031,0,-18640,-116321
1032,1032,0,-21425,-116156
1033,1033,0,-21425,-116156
1034,1034,0,-21425,-116156
1035,1035,0,-21425,-116156
1036,1036,0,-19035,-112128
1037,1037,0,-19035,-112128
1038,1038,0,-19035,-112128
1039,1039,0,-19035,-112128
1040,1040,0,-21068,-113916
1041,1041,0,-21068,-113916
1042,1042,0,-21068,-113916
1043,1043,0,-21068,-113916
1044,1044,0,-21068,-113916
1045,1045,0,-21068,-113916
1046,1046,0,-21068,-113916
1047,1047,0,-21068,-113916
1048,1048,0,-74171,-118524
