Sample in Buffer,Sample in Window,TRIGGER,Brik1_u/PilotImag[17:0],Brik1_u/PilotReal[17:0]
16877,16877,0,87605,-73453
16878,16878,0,87605,-73453
16879,16879,0,87605,-73453
16880,16880,0,106785,-26189
16881,16881,0,106785,-26189
16882,16882,0,106785,-26189
16883,16883,0,106785,-26189
16884,16884,0,113120,8831
16885,16885,0,113120,8831
16886,16886,0,113120,8831
16887,16887,0,113120,8831
16888,16888,0,113120,8831
16889,16889,0,113120,8831
16890,16890,0,113120,8831
16891,16891,0,113120,8831
16892,16892,0,77393,102372
16893,16893,0,77393,102372
16894,16894,0,77393,102372
16895,16895,0,77393,102372
16896,16896,0,31958,118624
16897,16897,0,31958,118624
16898,16898,0,31958,118624
16899,16899,0,31958,118624
16900,16900,0,-5050,116992
16901,16901,0,-5050,116992
16902,16902,0,-5050,116992
16903,16903,0,-5050,116992
16904,16904,0,-57177,105513
16905,16905,0,-57177,105513
16906,16906,0,-57177,105513
16907,16907,0,-57177,105513
16908,16908,0,-86472,76008
16909,16909,0,-86472,76008
16910,16910,0,-86472,76008
16911,16911,0,-86472,76008
16912,16912,0,-101202,47839
16913,16913,0,-101202,47839
16914,16914,0,-101202,47839
16915,16915,0,-101202,47839
16916,16916,0,-112010,13162
16917,16917,0,-112010,13162
16918,16918,0,-112010,13162
16919,16919,0,-112010,13162
16920,16920,0,-109429,-20387
16921,16921,0,-109429,-20387
16922,16922,0,-109429,-20387
16923,16923,0,-109429,-20387
16924,16924,0,-109429,-20387
16925,16925,0,-109429,-20387
16926,16926,0,-109429,-20387
16927,16927,0,-109429,-20387
16928,16928,0,-97435,-86903
16929,16929,0,-97435,-86903
16930,16930,0,-97435,-86903
16931,16931,0,-97435,-86903
16932,16932,0,-89831,-91222
16933,16933,0,-89831,-91222
16934,16934,0,-89831,-91222
16935,16935,0,-89831,-91222
16936,16936,0,-79175,-106423
16937,16937,0,-79175,-106423
16938,16938,0,-79175,-106423
16939,16939,0,-79175,-106423
16940,16940,0,-75223,-94800
16941,16941,0,-75223,-94800
16942,16942,0,-75223,-94800
16943,16943,0,-75223,-94800
16944,16944,0,-74463,-100178
16945,16945,0,-74463,-100178
16946,16946,0,-74463,-100178
16947,16947,0,-74463,-100178
16948,16948,0,-74054,-88599
16949,16949,0,-74054,-88599
16950,16950,0,-74054,-88599
16951,16951,0,-74054,-88599
16952,16952,0,-74459,-96692
16953,16953,0,-74459,-96692
16954,16954,0,-74459,-96692
16955,16955,0,-74459,-96692
16956,16956,0,-77353,-88185
16957,16957,0,-77353,-88185
16958,16958,0,-77353,-88185
16959,16959,0,-77353,-88185
16960,16960,0,-77353,-88185
16961,16961,0,-77353,-88185
16962,16962,0,-77353,-88185
16963,16963,0,-77353,-88185
16964,16964,0,-65461,-112850
16965,16965,0,-65461,-112850
16966,16966,0,-65461,-112850
16967,16967,0,-65461,-112850
16968,16968,0,-39253,-121953
16969,16969,0,-39253,-121953
16970,16970,0,-39253,-121953
16971,16971,0,-39253,-121953
16972,16972,0,28,-121688
16973,16973,0,28,-121688
16974,16974,0,28,-121688
16975,16975,0,28,-121688
16976,16976,0,27769,-109859
16977,16977,0,27769,-109859
16978,16978,0,27769,-109859
16979,16979,0,27769,-109859
16980,16980,0,72696,-94483
16981,16981,0,72696,-94483
16982,16982,0,72696,-94483
16983,16983,0,72696,-94483
16984,16984,0,99981,-59274
16985,16985,0,99981,-59274
16986,16986,0,99981,-59274
16987,16987,0,99981,-59274
16988,16988,0,102799,-23408
16989,16989,0,102799,-23408
16990,16990,0,102799,-23408
16991,16991,0,102799,-23408
16992,16992,0,101042,18175
16993,16993,0,101042,18175
16994,16994,0,101042,18175
16995,16995,0,101042,18175
16996,16996,0,110033,61892
16997,16997,0,110033,61892
16998,16998,0,110033,61892
16999,16999,0,110033,61892
17000,17000,0,110033,61892
17001,17001,0,110033,61892
17002,17002,0,110033,61892
17003,17003,0,110033,61892
17004,17004,0,81973,103123
17005,17005,0,81973,103123
17006,17006,0,81973,103123
17007,17007,0,81973,103123
17008,17008,0,75592,99194
17009,17009,0,75592,99194
17010,17010,0,75592,99194
17011,17011,0,75592,99194
17012,17012,0,74227,106804
17013,17013,0,74227,106804
17014,17014,0,74227,106804
17015,17015,0,74227,106804
17016,17016,0,74987,93020
17017,17017,0,74987,93020
17018,17018,0,74987,93020
17019,17019,0,74987,93020
17020,17020,0,71947,104134
17021,17021,0,71947,104134
17022,17022,0,71947,104134
17023,17023,0,71947,104134
17024,17024,0,71181,91056
17025,17025,0,71181,91056
17026,17026,0,71181,91056
17027,17027,0,71181,91056
17028,17028,0,65576,97819
17029,17029,0,65576,97819
17030,17030,0,65576,97819
17031,17031,0,65576,97819
17032,17032,0,66091,105614
17033,17033,0,66091,105614
17034,17034,0,66091,105614
17035,17035,0,66091,105614
17036,17036,0,66091,105614
17037,17037,0,66091,105614
17038,17038,0,66091,105614
17039,17039,0,66091,105614
17040,17040,0,26880,124056
17041,17041,0,26880,124056
17042,17042,0,26880,124056
17043,17043,0,26880,124056
17044,17044,0,2968,120782
17045,17045,0,2968,120782
17046,17046,0,2968,120782
17047,17047,0,2968,120782
17048,17048,0,-31479,115570
17049,17049,0,-31479,115570
17050,17050,0,-31479,115570
17051,17051,0,-31479,115570
17052,17052,0,-46295,103095
17053,17053,0,-46295,103095
17054,17054,0,-46295,103095
17055,17055,0,-46295,103095
17056,17056,0,-73921,93306
17057,17057,0,-73921,93306
17058,17058,0,-73921,93306
17059,17059,0,-73921,93306
17060,17060,0,-82066,77969
17061,17061,0,-82066,77969
17062,17062,0,-82066,77969
17063,17063,0,-82066,77969
17064,17064,0,-89879,71090
17065,17065,0,-89879,71090
17066,17066,0,-89879,71090
17067,17067,0,-89879,71090
17068,17068,0,-101581,69977
17069,17069,0,-101581,69977
17070,17070,0,-101581,69977
17071,17071,0,-101581,69977
17072,17072,0,-101581,69977
17073,17073,0,-101581,69977
17074,17074,0,-101581,69977
17075,17075,0,-101581,69977
17076,17076,0,-114571,72041
17077,17077,0,-114571,72041
17078,17078,0,-114571,72041
17079,17079,0,-114571,72041
17080,17080,0,-106978,76181
17081,17081,0,-106978,76181
17082,17082,0,-106978,76181
17083,17083,0,-106978,76181
17084,17084,0,-101439,70241
17085,17085,0,-101439,70241
17086,17086,0,-101439,70241
17087,17087,0,-101439,70241
17088,17088,0,-101441,74982
17089,17089,0,-101441,74982
17090,17090,0,-101441,74982
17091,17091,0,-101441,74982
17092,17092,0,-98822,67892
17093,17093,0,-98822,67892
17094,17094,0,-98822,67892
17095,17095,0,-98822,67892
17096,17096,0,-92071,76864
17097,17097,0,-92071,76864
17098,17098,0,-92071,76864
17099,17099,0,-92071,76864
17100,17100,0,-87271,75478
17101,17101,0,-87271,75478
17102,17102,0,-87271,75478
17103,17103,0,-87271,75478
17104,17104,0,-82951,91146
17105,17105,0,-82951,91146
17106,17106,0,-82951,91146
17107,17107,0,-82951,91146
17108,17108,0,-82951,91146
17109,17109,0,-82951,91146
17110,17110,0,-82951,91146
17111,17111,0,-82951,91146
17112,17112,0,-52981,123410
17113,17113,0,-52981,123410
17114,17114,0,-52981,123410
17115,17115,0,-52981,123410
17116,17116,0,-28611,126546
17117,17117,0,-28611,126546
17118,17118,0,-28611,126546
17119,17119,0,-28611,126546
17120,17120,0,24744,127837
17121,17121,0,24744,127837
17122,17122,0,24744,127837
17123,17123,0,24744,127837
17124,17124,0,64905,119276
17125,17125,0,64905,119276
17126,17126,0,64905,119276
17127,17127,0,64905,119276
17128,17128,0,93814,76952
17129,17129,0,93814,76952
17130,17130,0,93814,76952
17131,17131,0,93814,76952
17132,17132,0,121326,48274
17133,17133,0,121326,48274
17134,17134,0,121326,48274
17135,17135,0,121326,48274
17136,17136,0,119896,-3423
17137,17137,0,119896,-3423
17138,17138,0,119896,-3423
17139,17139,0,119896,-3423
17140,17140,0,113441,-64182
17141,17141,0,113441,-64182
17142,17142,0,113441,-64182
17143,17143,0,113441,-64182
17144,17144,0,113441,-64182
17145,17145,0,113441,-64182
17146,17146,0,113441,-64182
17147,17147,0,113441,-64182
17148,17148,0,49857,-129834
17149,17149,0,49857,-129834
17150,17150,0,49857,-129834
17151,17151,0,49857,-129834
17152,17152,0,10338,-131072
17153,17153,0,10338,-131072
17154,17154,0,10338,-131072
17155,17155,0,10338,-131072
17156,17156,0,-41810,-128416
17157,17157,0,-41810,-128416
17158,17158,0,-41810,-128416
17159,17159,0,-41810,-128416
17160,17160,0,-64459,-115840
17161,17161,0,-64459,-115840
17162,17162,0,-64459,-115840
17163,17163,0,-64459,-115840
17164,17164,0,-76223,-92978
17165,17165,0,-76223,-92978
17166,17166,0,-76223,-92978
17167,17167,0,-76223,-92978
17168,17168,0,-85247,-93046
17169,17169,0,-85247,-93046
17170,17170,0,-85247,-93046
17171,17171,0,-85247,-93046
17172,17172,0,-87226,-75166
17173,17173,0,-87226,-75166
17174,17174,0,-87226,-75166
17175,17175,0,-87226,-75166
17176,17176,0,-86836,-78632
17177,17177,0,-86836,-78632
17178,17178,0,-86836,-78632
17179,17179,0,-86836,-78632
17180,17180,0,-101435,-83796
17181,17181,0,-101435,-83796
17182,17182,0,-101435,-83796
17183,17183,0,-101435,-83796
17184,17184,0,-101435,-83796
17185,17185,0,-101435,-83796
17186,17186,0,-101435,-83796
17187,17187,0,-101435,-83796
17188,17188,0,-90713,-94379
17189,17189,0,-90713,-94379
17190,17190,0,-90713,-94379
17191,17191,0,-90713,-94379
17192,17192,0,-86206,-100918
17193,17193,0,-86206,-100918
17194,17194,0,-86206,-100918
17195,17195,0,-86206,-100918
17196,17196,0,-85982,-91633
17197,17197,0,-85982,-91633
17198,17198,0,-85982,-91633
17199,17199,0,-85982,-91633
17200,17200,0,-79698,-100309
17201,17201,0,-79698,-100309
17202,17202,0,-79698,-100309
17203,17203,0,-79698,-100309
17204,17204,0,-75707,-92914
17205,17205,0,-75707,-92914
17206,17206,0,-75707,-92914
17207,17207,0,-75707,-92914
17208,17208,0,-73267,-98237
17209,17209,0,-73267,-98237
17210,17210,0,-73267,-98237
17211,17211,0,-73267,-98237
17212,17212,0,-71090,-88695
17213,17213,0,-71090,-88695
17214,17214,0,-71090,-88695
17215,17215,0,-71090,-88695
17216,17216,0,-78223,-104178
17217,17217,0,-78223,-104178
17218,17218,0,-78223,-104178
17219,17219,0,-78223,-104178
17220,17220,0,-78223,-104178
17221,17221,0,-78223,-104178
17222,17222,0,-78223,-104178
17223,17223,0,-78223,-104178
17224,17224,0,-80505,-108613
17225,17225,0,-80505,-108613
17226,17226,0,-80505,-108613
17227,17227,0,-80505,-108613
17228,17228,0,-86559,-96093
17229,17229,0,-86559,-96093
17230,17230,0,-86559,-96093
17231,17231,0,-86559,-96093
17232,17232,0,-102429,-88605
17233,17233,0,-102429,-88605
17234,17234,0,-102429,-88605
17235,17235,0,-102429,-88605
17236,17236,0,-109588,-58454
17237,17237,0,-109588,-58454
17238,17238,0,-109588,-58454
17239,17239,0,-109588,-58454
17240,17240,0,-121570,-37134
17241,17241,0,-121570,-37134
17242,17242,0,-121570,-37134
17243,17243,0,-121570,-37134
17244,17244,0,-119662,-2660
17245,17245,0,-119662,-2660
17246,17246,0,-119662,-2660
17247,17247,0,-119662,-2660
17248,17248,0,-117012,47232
17249,17249,0,-117012,47232
17250,17250,0,-117012,47232
17251,17251,0,-117012,47232
17252,17252,0,-99116,79773
17253,17253,0,-99116,79773
17254,17254,0,-99116,79773
17255,17255,0,-99116,79773
17256,17256,0,-99116,79773
17257,17257,0,-99116,79773
17258,17258,0,-99116,79773
17259,17259,0,-99116,79773
17260,17260,0,-20207,131071
17261,17261,0,-20207,131071
17262,17262,0,-20207,131071
17263,17263,0,-20207,131071
17264,17264,0,36927,131071
17265,17265,0,36927,131071
17266,17266,0,36927,131071
17267,17267,0,36927,131071
17268,17268,0,62946,118766
17269,17269,0,62946,118766
17270,17270,0,62946,118766
17271,17271,0,62946,118766
17272,17272,0,79536,92792
17273,17273,0,79536,92792
17274,17274,0,79536,92792
17275,17275,0,79536,92792
17276,17276,0,91378,89541
17277,17277,0,91378,89541
17278,17278,0,91378,89541
17279,17279,0,91378,89541
17280,17280,0,90975,73150
17281,17281,0,90975,73150
17282,17282,0,90975,73150
17283,17283,0,90975,73150
17284,17284,0,89511,75755
17285,17285,0,89511,75755
17286,17286,0,89511,75755
17287,17287,0,89511,75755
17288,17288,0,93008,71559
17289,17289,0,93008,71559
17290,17290,0,93008,71559
17291,17291,0,93008,71559
17292,17292,0,93008,71559
17293,17293,0,93008,71559
17294,17294,0,93008,71559
17295,17295,0,93008,71559
17296,17296,0,96803,89907
17297,17297,0,96803,89907
17298,17298,0,96803,89907
17299,17299,0,96803,89907
17300,17300,0,90943,95112
17301,17301,0,90943,95112
17302,17302,0,90943,95112
17303,17303,0,90943,95112
17304,17304,0,86918,90748
17305,17305,0,86918,90748
17306,17306,0,86918,90748
17307,17307,0,86918,90748
17308,17308,0,84049,93457
17309,17309,0,84049,93457
17310,17310,0,84049,93457
17311,17311,0,84049,93457
17312,17312,0,81907,84593
17313,17313,0,81907,84593
17314,17314,0,81907,84593
17315,17315,0,81907,84593
17316,17316,0,79380,94941
17317,17317,0,79380,94941
17318,17318,0,79380,94941
17319,17319,0,79380,94941
17320,17320,0,77213,84577
17321,17321,0,77213,84577
17322,17322,0,77213,84577
17323,17323,0,77213,84577
17324,17324,0,77948,92603
17325,17325,0,77948,92603
17326,17326,0,77948,92603
17327,17327,0,77948,92603
17328,17328,0,77948,92603
17329,17329,0,77948,92603
17330,17330,0,77948,92603
17331,17331,0,77948,92603
17332,17332,0,87673,103440
17333,17333,0,87673,103440
17334,17334,0,87673,103440
17335,17335,0,87673,103440
17336,17336,0,88997,94945
17337,17337,0,88997,94945
17338,17338,0,88997,94945
17339,17339,0,88997,94945
17340,17340,0,90556,104854
17341,17341,0,90556,104854
17342,17342,0,90556,104854
17343,17343,0,90556,104854
17344,17344,0,82465,95414
17345,17345,0,82465,95414
17346,17346,0,82465,95414
17347,17347,0,82465,95414
17348,17348,0,75693,98987
17349,17349,0,75693,98987
17350,17350,0,75693,98987
17351,17351,0,75693,98987
17352,17352,0,77427,90275
17353,17353,0,77427,90275
17354,17354,0,77427,90275
17355,17355,0,77427,90275
17356,17356,0,75084,98190
17357,17357,0,75084,98190
17358,17358,0,75084,98190
17359,17359,0,75084,98190
17360,17360,0,70929,87075
17361,17361,0,70929,87075
17362,17362,0,70929,87075
17363,17363,0,70929,87075
17364,17364,0,83872,106283
17365,17365,0,83872,106283
17366,17366,0,83872,106283
17367,17367,0,83872,106283
17368,17368,0,83872,106283
17369,17369,0,83872,106283
17370,17370,0,83872,106283
17371,17371,0,83872,106283
17372,17372,0,91763,104392
17373,17373,0,91763,104392
17374,17374,0,91763,104392
17375,17375,0,91763,104392
17376,17376,0,101452,79315
17377,17377,0,101452,79315
17378,17378,0,101452,79315
17379,17379,0,101452,79315
17380,17380,0,116472,64706
17381,17381,0,116472,64706
17382,17382,0,116472,64706
17383,17383,0,116472,64706
17384,17384,0,119212,32946
17385,17385,0,119212,32946
17386,17386,0,119212,32946
17387,17387,0,119212,32946
17388,17388,0,125306,-10720
17389,17389,0,125306,-10720
17390,17390,0,125306,-10720
17391,17391,0,125306,-10720
17392,17392,0,113083,-45991
17393,17393,0,113083,-45991
17394,17394,0,113083,-45991
17395,17395,0,113083,-45991
17396,17396,0,87405,-88705
17397,17397,0,87405,-88705
17398,17398,0,87405,-88705
17399,17399,0,87405,-88705
17400,17400,0,59780,-119209
17401,17401,0,59780,-119209
17402,17402,0,59780,-119209
17403,17403,0,59780,-119209
17404,17404,0,59780,-119209
17405,17405,0,59780,-119209
17406,17406,0,59780,-119209
17407,17407,0,59780,-119209
17408,17408,0,-42954,-131072
17409,17409,0,-42954,-131072
17410,17410,0,-42954,-131072
17411,17411,0,-42954,-131072
17412,17412,0,-73776,-109360
17413,17413,0,-73776,-109360
17414,17414,0,-73776,-109360
17415,17415,0,-73776,-109360
17416,17416,0,-86418,-103149
17417,17417,0,-86418,-103149
17418,17418,0,-86418,-103149
17419,17419,0,-86418,-103149
17420,17420,0,-88888,-83034
17421,17421,0,-88888,-83034
17422,17422,0,-88888,-83034
17423,17423,0,-88888,-83034
17424,17424,0,-84814,-91852
17425,17425,0,-84814,-91852
17426,17426,0,-84814,-91852
17427,17427,0,-84814,-91852
17428,17428,0,-72886,-88274
17429,17429,0,-72886,-88274
17430,17430,0,-72886,-88274
17431,17431,0,-72886,-88274
17432,17432,0,-55956,-103270
17433,17433,0,-55956,-103270
17434,17434,0,-55956,-103270
17435,17435,0,-55956,-103270
17436,17436,0,-30862,-112277
17437,17437,0,-30862,-112277
17438,17438,0,-30862,-112277
17439,17439,0,-30862,-112277
17440,17440,0,-30862,-112277
17441,17441,0,-30862,-112277
17442,17442,0,-30862,-112277
17443,17443,0,-30862,-112277
17444,17444,0,37395,-125796
17445,17445,0,37395,-125796
17446,17446,0,37395,-125796
17447,17447,0,37395,-125796
17448,17448,0,59837,-108665
17449,17449,0,59837,-108665
17450,17450,0,59837,-108665
17451,17451,0,59837,-108665
17452,17452,0,80612,-98613
17453,17453,0,80612,-98613
17454,17454,0,80612,-98613
17455,17455,0,80612,-98613
17456,17456,0,87709,-80460
17457,17457,0,87709,-80460
17458,17458,0,87709,-80460
17459,17459,0,87709,-80460
17460,17460,0,95265,-76043
17461,17461,0,95265,-76043
17462,17462,0,95265,-76043
17463,17463,0,95265,-76043
17464,17464,0,94637,-64548
17465,17465,0,94637,-64548
17466,17466,0,94637,-64548
17467,17467,0,94637,-64548
17468,17468,0,94855,-68342
17469,17469,0,94855,-68342
17470,17470,0,94855,-68342
17471,17471,0,94855,-68342
17472,17472,0,94685,-68431
17473,17473,0,94685,-68431
17474,17474,0,94685,-68431
17475,17475,0,94685,-68431
17476,17476,0,94685,-68431
17477,17477,0,94685,-68431
17478,17478,0,94685,-68431
17479,17479,0,94685,-68431
17480,17480,0,102898,-84244
17481,17481,0,102898,-84244
17482,17482,0,102898,-84244
17483,17483,0,102898,-84244
17484,17484,0,96168,-91379
17485,17485,0,96168,-91379
17486,17486,0,96168,-91379
17487,17487,0,96168,-91379
17488,17488,0,92490,-91908
17489,17489,0,92490,-91908
17490,17490,0,92490,-91908
17491,17491,0,92490,-91908
17492,17492,0,88990,-91926
17493,17493,0,88990,-91926
17494,17494,0,88990,-91926
17495,17495,0,88990,-91926
17496,17496,0,83472,-84385
17497,17497,0,83472,-84385
17498,17498,0,83472,-84385
17499,17499,0,83472,-84385
17500,17500,0,77630,-89725
17501,17501,0,77630,-89725
17502,17502,0,77630,-89725
17503,17503,0,77630,-89725
17504,17504,0,78132,-82031
17505,17505,0,78132,-82031
17506,17506,0,78132,-82031
17507,17507,0,78132,-82031
17508,17508,0,81465,-79645
17509,17509,0,81465,-79645
17510,17510,0,81465,-79645
17511,17511,0,81465,-79645
17512,17512,0,81465,-79645
17513,17513,0,81465,-79645
17514,17514,0,81465,-79645
17515,17515,0,81465,-79645
17516,17516,0,102913,-81485
17517,17517,0,102913,-81485
17518,17518,0,102913,-81485
17519,17519,0,102913,-81485
17520,17520,0,111270,-56123
17521,17521,0,111270,-56123
17522,17522,0,111270,-56123
17523,17523,0,111270,-56123
17524,17524,0,116850,-31242
17525,17525,0,116850,-31242
17526,17526,0,116850,-31242
17527,17527,0,116850,-31242
17528,17528,0,124563,2478
17529,17529,0,124563,2478
17530,17530,0,124563,2478
17531,17531,0,124563,2478
17532,17532,0,107653,27306
17533,17533,0,107653,27306
17534,17534,0,107653,27306
17535,17535,0,107653,27306
17536,17536,0,98247,48027
17537,17537,0,98247,48027
17538,17538,0,98247,48027
17539,17539,0,98247,48027
17540,17540,0,88807,78863
17541,17541,0,88807,78863
17542,17542,0,88807,78863
17543,17543,0,88807,78863
17544,17544,0,79354,75603
17545,17545,0,79354,75603
17546,17546,0,79354,75603
17547,17547,0,79354,75603
17548,17548,0,80628,101982
17549,17549,0,80628,101982
17550,17550,0,80628,101982
17551,17551,0,80628,101982
17552,17552,0,80628,101982
17553,17553,0,80628,101982
17554,17554,0,80628,101982
17555,17555,0,80628,101982
17556,17556,0,102775,97772
17557,17557,0,102775,97772
17558,17558,0,102775,97772
17559,17559,0,102775,97772
17560,17560,0,110502,63026
17561,17561,0,110502,63026
17562,17562,0,110502,63026
17563,17563,0,110502,63026
17564,17564,0,125420,32247
17565,17565,0,125420,32247
17566,17566,0,125420,32247
17567,17567,0,125420,32247
17568,17568,0,121771,2602
17569,17569,0,121771,2602
17570,17570,0,121771,2602
17571,17571,0,121771,2602
17572,17572,0,121450,-31115
17573,17573,0,121450,-31115
17574,17574,0,121450,-31115
17575,17575,0,121450,-31115
17576,17576,0,100692,-52952
17577,17577,0,100692,-52952
17578,17578,0,100692,-52952
17579,17579,0,100692,-52952
17580,17580,0,94313,-73344
17581,17581,0,94313,-73344
17582,17582,0,94313,-73344
17583,17583,0,94313,-73344
17584,17584,0,93134,-84696
17585,17585,0,93134,-84696
17586,17586,0,93134,-84696
17587,17587,0,93134,-84696
17588,17588,0,93134,-84696
17589,17589,0,93134,-84696
17590,17590,0,93134,-84696
17591,17591,0,93134,-84696
17592,17592,0,88327,-101333
17593,17593,0,88327,-101333
17594,17594,0,88327,-101333
17595,17595,0,88327,-101333
17596,17596,0,88195,-97082
17597,17597,0,88195,-97082
17598,17598,0,88195,-97082
17599,17599,0,88195,-97082
17600,17600,0,90772,-88975
17601,17601,0,90772,-88975
17602,17602,0,90772,-88975
17603,17603,0,90772,-88975
17604,17604,0,86108,-91113
17605,17605,0,86108,-91113
17606,17606,0,86108,-91113
17607,17607,0,86108,-91113
17608,17608,0,86156,-83114
17609,17609,0,86156,-83114
17610,17610,0,86156,-83114
17611,17611,0,86156,-83114
17612,17612,0,88917,-81572
17613,17613,0,88917,-81572
17614,17614,0,88917,-81572
17615,17615,0,88917,-81572
17616,17616,0,88082,-71254
17617,17617,0,88082,-71254
17618,17618,0,88082,-71254
17619,17619,0,88082,-71254
17620,17620,0,94559,-78241
17621,17621,0,94559,-78241
17622,17622,0,94559,-78241
17623,17623,0,94559,-78241
17624,17624,0,94559,-78241
17625,17625,0,94559,-78241
17626,17626,0,94559,-78241
17627,17627,0,94559,-78241
17628,17628,0,107962,-83643
17629,17629,0,107962,-83643
17630,17630,0,107962,-83643
17631,17631,0,107962,-83643
17632,17632,0,105762,-76124
17633,17633,0,105762,-76124
17634,17634,0,105762,-76124
17635,17635,0,105762,-76124
17636,17636,0,100297,-85604
17637,17637,0,100297,-85604
17638,17638,0,100297,-85604
17639,17639,0,100297,-85604
17640,17640,0,93338,-85991
17641,17641,0,93338,-85991
17642,17642,0,93338,-85991
17643,17643,0,93338,-85991
17644,17644,0,79966,-94411
17645,17645,0,79966,-94411
17646,17646,0,79966,-94411
17647,17647,0,79966,-94411
17648,17648,0,68939,-100397
17649,17649,0,68939,-100397
17650,17650,0,68939,-100397
17651,17651,0,68939,-100397
17652,17652,0,37054,-111665
17653,17653,0,37054,-111665
17654,17654,0,37054,-111665
17655,17655,0,37054,-111665
17656,17656,0,14894,-118154
17657,17657,0,14894,-118154
17658,17658,0,14894,-118154
17659,17659,0,14894,-118154
17660,17660,0,14894,-118154
17661,17661,0,14894,-118154
17662,17662,0,14894,-118154
17663,17663,0,14894,-118154
17664,17664,0,-87525,-120235
17665,17665,0,-87525,-120235
17666,17666,0,-87525,-120235
17667,17667,0,-87525,-120235
17668,17668,0,-117520,-66560
17669,17669,0,-117520,-66560
17670,17670,0,-117520,-66560
17671,17671,0,-117520,-66560
17672,17672,0,-131072,-15583
17673,17673,0,-131072,-15583
17674,17674,0,-131072,-15583
17675,17675,0,-131072,-15583
17676,17676,0,-122799,33384
17677,17677,0,-122799,33384
17678,17678,0,-122799,33384
17679,17679,0,-122799,33384
17680,17680,0,-105284,86969
17681,17681,0,-105284,86969
17682,17682,0,-105284,86969
17683,17683,0,-105284,86969
17684,17684,0,-71621,103162
17685,17685,0,-71621,103162
17686,17686,0,-71621,103162
17687,17687,0,-71621,103162
17688,17688,0,-20575,116188
17689,17689,0,-20575,116188
17690,17690,0,-20575,116188
17691,17691,0,-20575,116188
17692,17692,0,8253,117477
17693,17693,0,8253,117477
17694,17694,0,8253,117477
17695,17695,0,8253,117477
17696,17696,0,53101,125530
17697,17697,0,53101,125530
17698,17698,0,53101,125530
17699,17699,0,53101,125530
17700,17700,0,53101,125530
17701,17701,0,53101,125530
17702,17702,0,53101,125530
17703,17703,0,53101,125530
17704,17704,0,88037,95948
17705,17705,0,88037,95948
17706,17706,0,88037,95948
17707,17707,0,88037,95948
17708,17708,0,99224,92831
17709,17709,0,99224,92831
17710,17710,0,99224,92831
17711,17711,0,99224,92831
17712,17712,0,98588,77330
17713,17713,0,98588,77330
17714,17714,0,98588,77330
17715,17715,0,98588,77330
17716,17716,0,91791,86600
17717,17717,0,91791,86600
17718,17718,0,91791,86600
17719,17719,0,91791,86600
17720,17720,0,91478,74220
17721,17721,0,91478,74220
17722,17722,0,91478,74220
17723,17723,0,91478,74220
17724,17724,0,89161,78913
17725,17725,0,89161,78913
17726,17726,0,89161,78913
17727,17727,0,89161,78913
17728,17728,0,84242,74452
17729,17729,0,84242,74452
17730,17730,0,84242,74452
17731,17731,0,84242,74452
17732,17732,0,95191,95794
17733,17733,0,95191,95794
17734,17734,0,95191,95794
17735,17735,0,95191,95794
17736,17736,0,95191,95794
17737,17737,0,95191,95794
17738,17738,0,95191,95794
17739,17739,0,95191,95794
17740,17740,0,97032,95851
17741,17741,0,97032,95851
17742,17742,0,97032,95851
17743,17743,0,97032,95851
17744,17744,0,92557,89615
17745,17745,0,92557,89615
17746,17746,0,92557,89615
17747,17747,0,92557,89615
17748,17748,0,84107,96634
17749,17749,0,84107,96634
17750,17750,0,84107,96634
17751,17751,0,84107,96634
17752,17752,0,75571,93829
17753,17753,0,75571,93829
17754,17754,0,75571,93829
17755,17755,0,75571,93829
17756,17756,0,62473,111459
17757,17757,0,62473,111459
17758,17758,0,62473,111459
17759,17759,0,62473,111459
17760,17760,0,22650,110569
17761,17761,0,22650,110569
17762,17762,0,22650,110569
17763,17763,0,22650,110569
17764,17764,0,-12731,101854
17765,17765,0,-12731,101854
17766,17766,0,-12731,101854
17767,17767,0,-12731,101854
17768,17768,0,-57686,104365
17769,17769,0,-57686,104365
17770,17770,0,-57686,104365
17771,17771,0,-57686,104365
17772,17772,0,-57686,104365
17773,17773,0,-57686,104365
17774,17774,0,-57686,104365
17775,17775,0,-57686,104365
17776,17776,0,-118102,43874
17777,17777,0,-118102,43874
17778,17778,0,-118102,43874
17779,17779,0,-118102,43874
17780,17780,0,-123029,-10111
17781,17781,0,-123029,-10111
17782,17782,0,-123029,-10111
17783,17783,0,-123029,-10111
17784,17784,0,-107419,-49132
17785,17785,0,-107419,-49132
17786,17786,0,-107419,-49132
17787,17787,0,-107419,-49132
17788,17788,0,-98246,-65481
17789,17789,0,-98246,-65481
17790,17790,0,-98246,-65481
17791,17791,0,-98246,-65481
17792,17792,0,-81014,-91752
17793,17793,0,-81014,-91752
17794,17794,0,-81014,-91752
17795,17795,0,-81014,-91752
17796,17796,0,-71857,-89536
17797,17797,0,-71857,-89536
17798,17798,0,-71857,-89536
17799,17799,0,-71857,-89536
17800,17800,0,-68311,-98970
17801,17801,0,-68311,-98970
17802,17802,0,-68311,-98970
17803,17803,0,-68311,-98970
17804,17804,0,-80050,-88811
17805,17805,0,-80050,-88811
17806,17806,0,-80050,-88811
17807,17807,0,-80050,-88811
17808,17808,0,-80050,-88811
17809,17809,0,-80050,-88811
17810,17810,0,-80050,-88811
17811,17811,0,-80050,-88811
17812,17812,0,-118318,-63447
